"Resource Code","Resource Name","Administrators","Staff Member - 1","Cybercom Team","Staff Member - 2","Salesman - Leor","Staff Member - 3","Salesman - 1","Staff Member Kirill","Data Team","Gabe data ","Staff Member Vera","tv","UI designer","Wiser Team","HR Jon","Salesman Allan ","Staff member Eugene","Tax Report","Staff Member - Hillel","Salesman - Ted","Staff Member - Brent","Salesman - Albert","Salesman - Elliot","Salesman- Eddy","Staff Member - dmitryS","Cybercom Catalog Update Only","Staff Member - Ron","Staff Member - 1 - irene","Salesman - 1 - leran","Staff Member - joan","Cybercom Team 2","Staff Member - tairet","Staff Member - 1 - Sid, BillM, GaryS, Neilk","Salesman - justin","Staff Member - 2 - Eugene","Salesman - Azi ","Phil","Staff Member - 1 - Valerie","Staff Member - Saidy","Administrator_Dashboard","Staff Member - Shibvon ","Staff Member - 	Marleny","Staff Member Kishan","leran_staffmember","manger4147"
"admin/system/config/mageworx_customers","MageWorx > Customers","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/mageworx_customers/geolock","Geo Lock","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/bannerslider","Bannerslider","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/trigger_email","Follow Up Email","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/emailsmtp","Email Smtp","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/review_email","Review Email","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/gconversion","Anaraky GDRT - All","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/google_merchant","Gmerchant","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/googlead","Google Ads Section","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/editorder","Order Editor","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/editorder/edit_custom_shipping","Edit Custom Shipping","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/upgrade_shipping","Upgrade Shipping","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/flexibleblog_options","Pixlogix Blog Configuration Section","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/wiserbrand_virtualcategory","Virtual Category","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/wiserbrand_autofill","Wiser Brand AutoFill","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/wiserbrand_bestseller","Wiser Brand Best Seller","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/wiserbrand_cssjsposition","Js Css Position","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/dynamicconfigurableproducts","Dynamic Configurable Products","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/wiserbrand_invisiblerecaptcha","WiserBrand Invisible reCaptcha","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/wiserbrand_lastslash","Skip last slash","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/wiserbrand_order","Wiser Brand Order","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/wiserbrand_section_qf_order_pending_payment_message","QF Order Pending Payment Message Section","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/scheduleautoemail","Schedule Auto Email","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/wiserbrand_solrsearch","Wiser Brand","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/seoappliedfilters","Seo text for category with applied filters","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/staff","Staff","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/affirm","Manage Payment Restrictions Rules","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/ajaxcart","Ajaxcart Settings","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/customerportal","Shipping Carriers","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/import","Import/Export Options","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/mfrportal","Shipping Carriers","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/multishipping","Multishipping","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/outlook","Outlook","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/points","aheadWorks - Points & Rewards Configuration
                                            ","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/system/config/pw_config","Price Waiter","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
